# Datos completos ETHUSDT interval=5m total=1000
# openTime(utc), open, high, low, close, volume, closeTime(utc), trades
2026-01-25 03:45:00,2941.74000000,2941.74000000,2938.00000000,2941.08000000,1072.39700000,2026-01-25 03:49:59,9035
2026-01-25 03:50:00,2941.08000000,2941.41000000,2939.67000000,2939.91000000,180.56930000,2026-01-25 03:54:59,4021
2026-01-25 03:55:00,2939.92000000,2943.51000000,2939.91000000,2942.60000000,151.90740000,2026-01-25 03:59:59,4448
2026-01-25 04:00:00,2942.59000000,2945.80000000,2941.82000000,2945.26000000,334.35370000,2026-01-25 04:04:59,6586
2026-01-25 04:05:00,2945.25000000,2947.05000000,2943.41000000,2945.85000000,435.08190000,2026-01-25 04:09:59,7353
2026-01-25 04:10:00,2945.85000000,2945.85000000,2941.40000000,2942.64000000,773.49710000,2026-01-25 04:14:59,8637
2026-01-25 04:15:00,2942.65000000,2943.77000000,2942.21000000,2942.21000000,967.05860000,2026-01-25 04:19:59,11530
2026-01-25 04:20:00,2942.21000000,2942.72000000,2940.60000000,2940.60000000,650.63490000,2026-01-25 04:24:59,14302
2026-01-25 04:25:00,2940.60000000,2944.22000000,2940.45000000,2944.20000000,983.35520000,2026-01-25 04:29:59,10684
2026-01-25 04:30:00,2944.20000000,2948.74000000,2943.97000000,2946.46000000,503.82270000,2026-01-25 04:34:59,7293
2026-01-25 04:35:00,2946.47000000,2949.36000000,2946.46000000,2948.34000000,236.13700000,2026-01-25 04:39:59,5021
2026-01-25 04:40:00,2948.34000000,2948.35000000,2947.36000000,2947.40000000,170.11110000,2026-01-25 04:44:59,2625
2026-01-25 04:45:00,2947.40000000,2947.98000000,2947.29000000,2947.29000000,62.61200000,2026-01-25 04:49:59,1814
2026-01-25 04:50:00,2947.30000000,2947.36000000,2946.69000000,2946.70000000,47.88800000,2026-01-25 04:54:59,1298
2026-01-25 04:55:00,2946.70000000,2946.85000000,2945.28000000,2945.29000000,57.35810000,2026-01-25 04:59:59,2410
2026-01-25 05:00:00,2945.29000000,2945.29000000,2944.33000000,2944.99000000,81.16220000,2026-01-25 05:04:59,2047
2026-01-25 05:05:00,2945.00000000,2946.69000000,2944.85000000,2946.69000000,91.85670000,2026-01-25 05:09:59,2705
2026-01-25 05:10:00,2946.69000000,2948.64000000,2946.69000000,2948.17000000,206.95340000,2026-01-25 05:14:59,3731
2026-01-25 05:15:00,2948.17000000,2948.61000000,2946.81000000,2946.81000000,69.22020000,2026-01-25 05:19:59,2772
2026-01-25 05:20:00,2946.82000000,2947.07000000,2946.52000000,2946.56000000,84.77060000,2026-01-25 05:24:59,1734
