# Datos completos BTCUSDT interval=5m total=1000
# openTime(utc), open, high, low, close, volume, closeTime(utc), trades
2025-10-27 02:20:00,115184.86000000,115184.86000000,115100.47000000,115144.00000000,82.46453000,2025-10-27 02:24:59,11057
2025-10-27 02:25:00,115144.00000000,115226.87000000,114951.81000000,114966.14000000,62.32267000,2025-10-27 02:29:59,13073
2025-10-27 02:30:00,114966.15000000,114975.48000000,114831.72000000,114837.66000000,73.00107000,2025-10-27 02:34:59,14025
2025-10-27 02:35:00,114837.67000000,115007.50000000,114826.22000000,115007.50000000,51.55911000,2025-10-27 02:39:59,10020
2025-10-27 02:40:00,115007.50000000,115070.51000000,114989.57000000,115029.61000000,71.82317000,2025-10-27 02:44:59,9833
2025-10-27 02:45:00,115029.62000000,115049.98000000,114864.46000000,114907.55000000,54.28399000,2025-10-27 02:49:59,12160
2025-10-27 02:50:00,114907.54000000,114976.37000000,114815.60000000,114817.13000000,92.44784000,2025-10-27 02:54:59,11693
2025-10-27 02:55:00,114817.13000000,114924.40000000,114817.13000000,114883.39000000,21.14464000,2025-10-27 02:59:59,7688
2025-10-27 03:00:00,114883.40000000,114973.50000000,114829.48000000,114973.50000000,34.84531000,2025-10-27 03:04:59,8777
2025-10-27 03:05:00,114973.49000000,115032.77000000,114946.83000000,114948.01000000,27.31361000,2025-10-27 03:09:59,8817
2025-10-27 03:10:00,114948.01000000,115137.95000000,114948.00000000,115080.62000000,58.05818000,2025-10-27 03:14:59,10707
2025-10-27 03:15:00,115080.62000000,115177.55000000,115054.14000000,115136.88000000,37.81607000,2025-10-27 03:19:59,11438
2025-10-27 03:20:00,115136.89000000,115242.65000000,115000.84000000,115000.85000000,84.59704000,2025-10-27 03:24:59,12871
2025-10-27 03:25:00,115000.85000000,115013.31000000,114926.45000000,114926.46000000,50.61235000,2025-10-27 03:29:59,8898
2025-10-27 03:30:00,114926.46000000,115026.83000000,114884.72000000,114926.75000000,58.01508000,2025-10-27 03:34:59,10193
2025-10-27 03:35:00,114926.75000000,114980.92000000,114901.99000000,114928.20000000,24.68086000,2025-10-27 03:39:59,10589
2025-10-27 03:40:00,114928.19000000,114954.06000000,114909.12000000,114909.13000000,29.57067000,2025-10-27 03:44:59,4810
2025-10-27 03:45:00,114909.13000000,115050.00000000,114887.86000000,115049.99000000,31.54218000,2025-10-27 03:49:59,8750
2025-10-27 03:50:00,115049.99000000,115050.00000000,114936.01000000,115029.50000000,24.34991000,2025-10-27 03:54:59,9569
2025-10-27 03:55:00,115029.50000000,115029.50000000,114919.55000000,114958.51000000,125.78640000,2025-10-27 03:59:59,7931
2025-10-27 04:00:00,114958.52000000,114997.19000000,114938.01000000,114951.39000000,40.88127000,2025-10-27 04:04:59,6128
2025-10-27 04:05:00,114951.38000000,115040.97000000,114951.38000000,115040.96000000,45.91898000,2025-10-27 04:09:59,5593
2025-10-27 04:10:00,115040.97000000,115211.99000000,115040.96000000,115210.85000000,61.41951000,2025-10-27 04:14:59,9886
2025-10-27 04:15:00,115210.84000000,115212.00000000,115172.94000000,115184.85000000,33.43446000,2025-10-27 04:19:59,6044
2025-10-27 04:20:00,115184.85000000,115217.41000000,115177.18000000,115204.10000000,25.23836000,2025-10-27 04:24:59,3720
2025-10-27 04:25:00,115204.10000000,115247.20000000,115193.54000000,115193.59000000,32.10665000,2025-10-27 04:29:59,7507
2025-10-27 04:30:00,115193.60000000,115223.50000000,115191.57000000,115191.57000000,20.29859000,2025-10-27 04:34:59,4659
2025-10-27 04:35:00,115191.57000000,115265.03000000,115190.82000000,115225.00000000,31.74043000,2025-10-27 04:39:59,6879
2025-10-27 04:40:00,115225.01000000,115283.26000000,115225.00000000,115266.50000000,33.87520000,2025-10-27 04:44:59,3878
2025-10-27 04:45:00,115266.51000000,115283.26000000,115211.73000000,115247.96000000,33.58278000,2025-10-27 04:49:59,8237
2025-10-27 04:50:00,115247.97000000,115258.34000000,115208.20000000,115255.38000000,22.25013000,2025-10-27 04:54:59,6786
2025-10-27 04:55:00,115255.37000000,115283.27000000,115255.37000000,115256.44000000,19.66055000,2025-10-27 04:59:59,3593
2025-10-27 05:00:00,115256.43000000,115384.98000000,115256.43000000,115384.97000000,40.97701000,2025-10-27 05:04:59,5745
