# Datos completos ETHUSDT interval=5m total=1000
# openTime(utc), open, high, low, close, volume, closeTime(utc), trades
2026-01-24 04:35:00,2961.77000000,2962.61000000,2961.77000000,2962.31000000,155.56060000,2026-01-24 04:39:59,2440
2026-01-24 04:40:00,2962.31000000,2962.54000000,2961.92000000,2961.92000000,216.51370000,2026-01-24 04:44:59,2569
2026-01-24 04:45:00,2961.93000000,2962.43000000,2960.27000000,2960.50000000,509.18640000,2026-01-24 04:49:59,5135
2026-01-24 04:50:00,2960.51000000,2962.70000000,2960.03000000,2962.62000000,456.08920000,2026-01-24 04:54:59,3223
2026-01-24 04:55:00,2962.62000000,2963.50000000,2962.34000000,2963.41000000,240.73760000,2026-01-24 04:59:59,2998
2026-01-24 05:00:00,2963.41000000,2963.62000000,2961.99000000,2962.02000000,398.09350000,2026-01-24 05:04:59,3069
2026-01-24 05:05:00,2962.01000000,2962.02000000,2960.55000000,2961.12000000,177.38390000,2026-01-24 05:09:59,2567
2026-01-24 05:10:00,2961.12000000,2964.79000000,2959.59000000,2963.71000000,640.33440000,2026-01-24 05:14:59,6173
2026-01-24 05:15:00,2963.71000000,2964.08000000,2963.57000000,2963.57000000,200.26050000,2026-01-24 05:19:59,2288
2026-01-24 05:20:00,2963.57000000,2965.63000000,2963.57000000,2965.63000000,122.62400000,2026-01-24 05:24:59,2743
2026-01-24 05:25:00,2965.63000000,2965.63000000,2963.82000000,2963.93000000,204.10190000,2026-01-24 05:29:59,2474
2026-01-24 05:30:00,2963.93000000,2964.96000000,2963.57000000,2964.95000000,157.04290000,2026-01-24 05:34:59,2156
2026-01-24 05:35:00,2964.96000000,2965.63000000,2962.09000000,2962.09000000,461.71230000,2026-01-24 05:39:59,3728
2026-01-24 05:40:00,2962.10000000,2962.10000000,2958.44000000,2959.37000000,510.69330000,2026-01-24 05:44:59,7421
2026-01-24 05:45:00,2959.38000000,2961.04000000,2957.99000000,2957.99000000,287.41480000,2026-01-24 05:49:59,4694
2026-01-24 05:50:00,2958.00000000,2959.52000000,2957.39000000,2959.50000000,245.27900000,2026-01-24 05:54:59,3693
2026-01-24 05:55:00,2959.49000000,2961.32000000,2958.84000000,2961.32000000,155.64410000,2026-01-24 05:59:59,3247
2026-01-24 06:00:00,2961.32000000,2961.32000000,2959.49000000,2959.79000000,119.04690000,2026-01-24 06:04:59,2225
2026-01-24 06:05:00,2959.80000000,2960.41000000,2959.13000000,2960.41000000,164.50800000,2026-01-24 06:09:59,2778
2026-01-24 06:10:00,2960.41000000,2964.16000000,2959.93000000,2963.42000000,411.11850000,2026-01-24 06:14:59,5144
2026-01-24 06:15:00,2963.42000000,2963.42000000,2959.82000000,2960.20000000,167.32490000,2026-01-24 06:19:59,6245
2026-01-24 06:20:00,2960.21000000,2961.26000000,2960.20000000,2961.23000000,108.10250000,2026-01-24 06:24:59,1760
2026-01-24 06:25:00,2961.23000000,2961.23000000,2960.31000000,2960.31000000,83.63300000,2026-01-24 06:29:59,2170
2026-01-24 06:30:00,2960.32000000,2961.56000000,2960.31000000,2960.64000000,135.21260000,2026-01-24 06:34:59,2821
2026-01-24 06:35:00,2960.63000000,2963.29000000,2960.63000000,2963.28000000,144.69890000,2026-01-24 06:39:59,4331
2026-01-24 06:40:00,2963.28000000,2963.86000000,2962.39000000,2963.00000000,107.08310000,2026-01-24 06:44:59,3210
2026-01-24 06:45:00,2963.00000000,2963.00000000,2961.80000000,2962.66000000,304.06760000,2026-01-24 06:49:59,3515
2026-01-24 06:50:00,2962.66000000,2963.12000000,2961.83000000,2961.84000000,85.11230000,2026-01-24 06:54:59,2434
2026-01-24 06:55:00,2961.83000000,2962.52000000,2961.59000000,2961.79000000,209.27160000,2026-01-24 06:59:59,1489
2026-01-24 07:00:00,2961.79000000,2962.40000000,2960.39000000,2960.63000000,194.46600000,2026-01-24 07:04:59,2194
2026-01-24 07:05:00,2960.64000000,2961.50000000,2959.49000000,2961.50000000,147.18390000,2026-01-24 07:09:59,4480
2026-01-24 07:10:00,2961.50000000,2961.76000000,2960.98000000,2960.98000000,179.18390000,2026-01-24 07:14:59,1363
2026-01-24 07:15:00,2960.98000000,2960.99000000,2954.96000000,2955.90000000,3153.27590000,2026-01-24 07:19:59,6017
2026-01-24 07:20:00,2955.91000000,2957.44000000,2953.99000000,2957.44000000,2474.90620000,2026-01-24 07:24:59,4731
2026-01-24 07:25:00,2957.44000000,2958.06000000,2957.43000000,2957.76000000,163.27760000,2026-01-24 07:29:59,2335
